,winery_search_term,latitude,longitude,number_of_results,status
7358,Terras de Alter winery Portugal,39.0501455,-7.638524299999998,1,OK
7359,,,,0,ZERO_RESULTS
7360,Villicana winery US,35.6509181,-120.7414009,1,OK
7361,Koblevo winery Ukraine,46.694854,31.2187595,1,OK
7362,,,,0,ZERO_RESULTS
7363,Bel Vino winery US,33.523931,-117.073434,1,OK
7364,Protea winery South Africa,-33.8805103,19.0241586,1,OK
7365,Hervé Baudry winery France,47.39619099999999,2.81752,1,OK
7366,Danza del Sol winery US,33.5318719,-117.014373,1,OK
7367,Albemarle winery US,38.09587459999999,-78.61912699999999,1,OK
7368,Angel's Secret winery US,43.164524,-79.500314,1,OK
7369,Cru Vin Dogs winery US,38.6574509,-122.9486182,1,OK
7370,Domaine Claude Nouveau winery France,46.9292301,4.6218976,1,OK
7371,Logan winery US,39.549229,-82.4549218,2,OK
7372,Domaine Saint Andrieu winery France,43.5165146,6.0705765,1,OK
7373,Oakstone winery US,38.60108,-120.646575,1,OK
7374,Bohigas winery Spain,41.5974763,1.656721,2,OK
7375,Castello del Terriccio winery Italy,43.3673239,10.5069072,1,OK
7376,Buffalo Grove winery US,42.1835411,-87.976232,1,OK
7377,Château Gigognan winery France,44.0136411,4.8996204,1,OK
7378,Chemin des Papes winery France,44.0631964,4.8842694,1,OK
7379,,,,0,ZERO_RESULTS
7380,Palacio de Bornos winery Spain,41.4053103,-4.959615299999999,1,OK
7381,Seraphim winery Argentina,34.6206485,-84.9521571,2,OK
7382,Eagles Landing winery US,43.0447689,-91.17960939999999,1,OK
7383,Trio Vintners winery US,46.0655855,-118.3386922,1,OK
7384,Collegiale des Domaines de Loire winery France,47.1204496,-0.2222185,1,OK
7385,Pacific Crest winery US,36.8803412,-119.9435529,1,OK
7386,Newsprint winery US,47.76949570000001,-122.1516995,1,OK
7387,Renegade winery US,40.9857817,-75.1932544,1,OK
7388,Domaine Beauséjour winery France,47.1530078,0.3787495,1,OK
7389,Domaine Gilles Chollet winery France,47.2888082,2.9689831,2,OK
7390,Herdade de Medeiros winery Portugal,37.9792251,-7.5092519,1,OK
7391,Evaia winery Spain,42.582075,-2.797689,1,OK
7392,Fog Theory winery US,38.4283921,-122.8420834,1,OK
7393,Conti di Sn Bonifacio winery Italy,42.9967425,10.9983426,1,OK
7394,Château Lafont Menaut winery France,44.712246,-0.5622351,1,OK
7395,,,,0,ZERO_RESULTS
7396,Sapolil Cellars winery US,46.122931,-118.232962,1,OK
7397,Camigliano winery Italy,43.0073658,11.3971628,1,OK
7398,Bryter winery US,38.2914738,-122.4572576,1,OK
7399,Royal de Jarras winery France,43.531095,4.1791106,1,OK
7400,Nein Lives winery Germany,38.2295229,-86.66179079999999,1,OK
7401,Stephane Tissot winery France,46.9030839,5.7727724,1,OK
7402,Tres Vinicultores winery US,35.0371657,-85.53334339999999,2,OK
7403,Château d'Antugnac winery France,42.954021,2.2235012,1,OK
7404,,,,0,ZERO_RESULTS
7405,Secret Cellars winery US,41.84749559999999,-91.6465451,1,OK
7406,Scarlett winery US,37.84958,-122.031686,1,OK
7407,River Star winery US,35.718796,-120.641242,1,OK
7408,Terrapin Cellars winery US,36.959502,-86.5881528,2,OK
7409,Viña Santa Cruz winery Chile,-33.4851939,-70.60177089999999,1,OK
7410,,,,0,ZERO_RESULTS
7411,Scenic Valley Farms winery US,45.0993887,-122.9772003,1,OK
7412,Domaine des Gandines winery France,46.419658,4.8169511,1,OK
7413,,,,0,ZERO_RESULTS
7414,,,,0,ZERO_RESULTS
7415,Arbol de Vida winery Chile,-34.6121305,-71.27387809999999,1,OK
7416,Criss Cross winery US,38.4491667,-105.1983333,1,OK
7417,Charles Thomas winery France,35.593166,-82.55094299999999,1,OK
7418,Conte Ferdinando Guicciardini winery Italy,43.6501301,11.113823,1,OK
7419,The Big Five Collection winery South Africa,36.1505553,-86.8016076,1,OK
7420,Falcor winery US,38.2560001,-122.276268,1,OK
7421,,,,0,ZERO_RESULTS
7422,,,,0,ZERO_RESULTS
7423,Cobden Wini winery US,37.5303491,-89.16611759999999,1,OK
7424,Barons de Rothschild winery France,44.8575907,-0.5661982,2,OK
7425,Patrimony winery US,35.6412775,-120.7843305,1,OK
7426,Crown Point winery US,34.6299687,-120.0150867,1,OK
7427,Brennan winery US,31.8913278,-98.60365189999999,1,OK
7428,Cave d'Azé winery France,46.4291418,4.7603236,1,OK
7429,Champagne Gremillet winery France,48.02493570000001,4.3609405,1,OK
7430,Rossi Wallace winery US,38.5176253,-122.4470831,1,OK
7431,Black Elephant winery South Africa,-33.9026339,19.1217946,1,OK
7432,Pulchella winery US,34.3781141,-118.527592,1,OK
7433,Pask winery New Zealand,-39.6159471,176.8102507,1,OK
7434,Shannon winery US,38.9145523,-122.6493974,1,OK
7435,Barratt winery Australia,-34.9516075,138.7359116,1,OK
7436,Tower Estate winery Australia,-32.7748602,151.3159223,1,OK
7437,Mount Horrocks winery Australia,-34.0250302,138.6894141,1,OK
7438,Le Vin winery US,38.8808319,-123.1142045,1,OK
7439,Punters Corner winery Australia,-37.3241083,140.8605852,1,OK
7440,Redbank winery Australia,-36.951724,143.351728,1,OK
7441,,,,0,ZERO_RESULTS
7442,Gramercy Vineyards winery US,46.0670236,-118.35699,1,OK
7443,,,,0,ZERO_RESULTS
7444,Succulent Vineyards winery US,36.3829843,-86.5569593,1,OK
7445,Moxy winery US,36.1522275,-86.7763126,2,OK
7446,Vintager winery US,35.6164943,-87.0333215,1,OK
7447,Rocca di Castagnoli winery Italy,43.44339,11.4517478,1,OK
7448,Upper Five winery US,42.2205165,-122.7971727,1,OK
7449,Château d'Anglès winery France,43.218649,3.187554,1,OK
7450,Glatzer winery Austria,48.0607076,16.7367366,1,OK
7451,Chateau St. Croix winery US,45.497758,-92.65143300000001,1,OK
7452,Marco Felluga winery Italy,45.898435,13.50953,1,OK
7453,Nine Barrel winery US,47.815405,-117.5761309,1,OK
7454,Celestial Bay winery Australia,-32.015516,115.868497,1,OK
7455,Paul Mas winery France,43.488586,3.517665,1,OK
7456,Arnaud de Villeneuve winery France,42.7678776,2.8699556,1,OK
7457,Seraphim winery Chile,33.8380355,-84.4179583,1,OK
7458,,,,0,ZERO_RESULTS
7459,Howell Mountain Vineyards winery US,38.576476,-122.458354,1,OK
7460,Goose Watch winery US,42.7588637,-76.7719654,1,OK
7461,Caitec winery Argentina,42.4264995,-83.33724149999999,1,OK
7462,,,,0,ZERO_RESULTS
7463,Lumen winery US,34.743833,-120.2784834,1,OK
7464,,,,0,ZERO_RESULTS
7465,Agustín Cubero winery Spain,41.3282122,-1.643039,1,OK
7466,Heinrich Hartl winery Austria,47.978914,16.3249266,1,OK
7467,Glazebrook winery New Zealand,35.9547489,-86.81919690000001,2,OK
7468,Blue Pyrenees winery Australia,-37.0698333,143.4061487,1,OK
7469,Wyndham Estate winery Australia,-32.6453696,151.4187842,1,OK
7470,T'Gallant winery Australia,-38.399156,144.995315,1,OK
7471,A. D. Coutelas winery France,49.0652492,3.9649117,1,OK
7472,Château de Léoube winery France,43.1161166,6.286007499999999,1,OK
7473,Château de L'Aumerade winery France,43.2576962,6.145667400000001,1,OK
7474,Cesarini Sforza winery Italy,46.0367634,11.1161712,2,OK
7475,Euclid Wines winery US,38.3013054,-122.2824685,1,OK
7476,Saint Gregory winery US,35.9248604,-86.79563089999999,1,OK
7477,Von Buhl winery Germany,49.4096851,8.1866094,1,OK
7478,Potek winery US,34.421119,-119.690654,1,OK
7479,Hoffmann & Rathbone winery England,50.963155,0.4695457,1,OK
7480,Louise Brison winery France,48.08602399999999,4.546495999999999,1,OK
7481,Young Inglewood winery US,38.482896,-122.4554461,1,OK
7482,,,,0,ZERO_RESULTS
7483,Tenuta Villa Trasqua winery Italy,43.4022857,11.247661,1,OK
7484,Cennatoio winery Italy,43.5322254,11.343821,1,OK
7485,Oak Mountain winery US,33.5187458,-117.0226132,1,OK
7486,Greystone Cellars winery US,39.9507189,-82.9998882,1,OK
7487,,,,0,ZERO_RESULTS
7488,Skalli winery France,43.41064739999999,3.703732599999999,1,OK
7489,Christiano Family winery US,38.7347857,-85.3782851,1,OK
7490,Carlson winery US,39.0719888,-108.4043323,1,OK
7491,Galatea Effect winery US,38.29152089999999,-122.4572466,1,OK
7492,,,,0,ZERO_RESULTS
7493,Les Costières de Pomerols winery France,43.390656,3.4919741,1,OK
7494,,,,0,ZERO_RESULTS
7495,,,,0,ZERO_RESULTS
7496,McKahn winery US,38.3013054,-122.2824685,1,OK
7497,,,,0,ZERO_RESULTS
7498,Maison Saint Aix winery France,43.6625725,5.6946541,1,OK
7499,Schloss Schönborn winery Germany,50.0132523,8.0581438,1,OK
7500,Montmassot winery France,43.38785439999999,3.505741,1,OK
7501,Wm. Harrison winery US,38.4947142,-122.4224996,1,OK
7502,Random Wine winery US,35.9121096,-86.82862279999999,1,OK
7503,Douglas Green winery US,-33.6320936,18.9860339,1,OK
7504,Twenty Bench winery US,43.1660122,-79.4956581,1,OK
7505,Hungerford Hill winery Australia,-32.7778025,151.3361819,1,OK
7506,,,,0,ZERO_RESULTS
7507,Carneros Hills winery US,38.2261354,-122.3783983,1,OK
7508,Glasshaus winery US,38.19915340000001,-78.5796457,1,OK
7509,Kershaw winery South Africa,-34.1508632,19.026787,1,OK
7510,Tero Estates winery US,45.9497861,-118.4654022,1,OK
7511,Harbison Wines winery US,28.5961823,-81.3508176,1,OK
7512,,,,0,ZERO_RESULTS
7513,Wallace winery US,36.1636658,-86.77849669999999,1,OK
7514,Bateaux Cellars winery US,46.4018846,-122.8742668,1,OK
7515,Elkhorn Peak winery US,38.228201,-122.2194213,1,OK
7516,Ilaria winery US,40.069607,-74.5041018,1,OK
7517,Weingut Burg Ravensburg winery Germany,49.176901,8.7823377,1,OK
7518,Shannon winery South Africa,-34.1843351,18.9840149,1,OK
7519,Folin Cellars winery US,42.505946,-122.992618,1,OK
7520,Vereinigte Hospitien winery Germany,49.7568625,6.630794499999999,1,OK
7521,Diamond Terrace winery US,38.5652438,-122.5735261,1,OK
7522,Masottina winery Italy,45.90042560000001,12.339749,2,OK
7523,Huber winery Austria,48.337472,15.697274,1,OK
7524,Merritt winery US,42.485384,-79.20970299999999,1,OK
7525,Weltevrede winery South Africa,-33.9421489,20.051984,1,OK
7526,La Capra Presented by Fairview winery South Africa,-33.77174530000001,18.9242346,1,OK
7527,Domaine Christophe Camu winery France,47.8130083,3.7958898,1,OK
7528,Domaine Jean Chartron winery France,46.9445249,4.756336,1,OK
7529,LeSaffre winery US,35.1906185,-90.05380509999999,1,OK
7530,Evolve winery US,49.4976563,-119.5931437,1,OK
7531,Juris winery Austria,47.8963554,16.9066072,1,OK
7532,Chandon winery US,38.3965355,-122.3645336,1,OK
7533,Domaine des Remizières winery France,45.0670255,4.881784199999999,1,OK
7534,,,,0,ZERO_RESULTS
7535,Littore winery Australia,-38.0748991,144.2869674,1,OK
7536,Pierre Deschamps winery France,44.8381762,-0.5585378999999999,1,OK
7537,Régis Minet winery France,35.9547489,-86.81919690000001,1,OK
7538,Campolargo winery Portugal,40.4482894,-8.4882169,1,OK
7539,White Rose winery US,45.2616612,-123.0671705,1,OK
7540,Dutch Henry Winery winery US,38.5770715,-122.5257165,1,OK
7541,Pierre Chainier winery France,47.414615,1.016415,1,OK
7542,Labyrinth winery US,34.9192005,-120.4601559,1,OK
7543,Calista winery US,38.4357153,-122.8707567,1,OK
7544,O'Connor winery US,36.1522275,-86.7763126,1,OK
7545,Weisinger's of Ashland winery US,42.1673999,-122.6589563,1,OK
7546,Marc Deschamps winery France,47.3044083,2.9269952,1,OK
7547,Les Rochettes winery France,47.32694,1.266936,1,OK
7548,,,,0,ZERO_RESULTS
7549,Canterbury House winery New Zealand,-43.07850579999999,172.7489479,1,OK
7550,Terra d'Alter winery Portugal,39.0501455,-7.638524299999998,1,OK
7551,Emevé winery Mexico,32.0898128,-116.6299944,1,OK
7552,Quinta Vale do Armo winery Portugal,39.539834,-8.143492799999999,1,OK
7553,Herman Walters winery US,36.1522275,-86.7763126,1,OK
7554,Idrias winery Spain,42.08839,-0.092362,1,OK
7555,Forge Cellars winery US,42.48222699999999,-76.861008,1,OK
7556,Dr. F. Weins-Prüm winery Germany,49.941312,7.046163,1,OK
7557,Mönchhof winery Germany,47.8846497,16.9415949,1,OK
7558,Valle Hermoso winery Chile,-32.7993169,-70.8280146,1,OK
7559,Finca Perdriel winery Argentina,-33.0884808,-68.8875281,1,OK
7560,Pablo Claro winery Spain,39.505709,-1.129474,2,OK
7561,Hope Estate winery Australia,-32.7678643,151.3122543,1,OK
7562,Margan winery Australia,-32.7531424,151.0947224,1,OK
7563,Ross Estate winery Australia,-34.5997528,138.9022923,1,OK
7564,Yangarra Park winery Australia,39.149017,-84.44354109999999,1,OK
7565,D. Bosler winery Chile,-34.6121305,-71.27387809999999,1,OK
7566,Malan winery South Africa,-33.8700592,18.8254192,1,OK
7567,Bellarine Estate winery Australia,-38.140395,144.6052428,2,OK
7568,Reynolds winery Australia,39.32892080000001,-84.42639779999999,1,OK
7569,Mak winery Australia,44.1370534,-77.5858962,1,OK
7570,Killerby winery Australia,-33.8133197,115.0359529,1,OK
7571,Gargiulo winery US,38.4540459,-122.3673674,1,OK
7572,Domaine de l'Eole winery France,43.7709838,4.918845999999999,1,OK
7573,Carter winery US,33.5331465,-117.0587065,1,OK
7574,Château Trocard winery France,44.97187599999999,-0.139084,1,OK
7575,Paul Prieur et Fils winery France,47.3446286,2.8082805,1,OK
7576,Salvano winery Italy,44.629151,8.009519,1,OK
7577,Domaine de Pontefract winery France,53.69247439999999,-1.3138137,1,OK
7578,,,,0,ZERO_RESULTS
7579,Due Vigne winery US,38.423395,-121.5330775,1,OK
7580,Domaine du Clos du Fief winery France,46.2332014,4.714625799999999,1,OK
7581,The Dancing Fox winery US,38.1313889,-121.2741667,1,OK
7582,Tsillan winery US,47.8348235,-120.0806173,1,OK
7583,Dönnhoff winery Germany,49.7918288,7.7582353,1,OK
7584,Moselland winery Germany,49.9287907,7.0608027,1,OK
7585,Mineral Wines winery US,38.1375397,-120.4646235,1,OK
7586,Minassian-Young winery US,35.62489619999999,-120.7649713,1,OK
7587,A. de Luze et Fils winery France,45.0549166,-0.7242789,1,OK
7588,Bodegas Cerrosol winery Spain,41.1615386,-4.574162500000001,1,OK
7589,Lady Hill winery US,45.2456244,-122.8880483,1,OK
7590,Château de Bergun winery France,43.9813845,0.4316708,1,OK
7591,Sonoma Collection winery US,38.2913779,-122.4571981,1,OK
7592,,,,0,ZERO_RESULTS
7593,Frisk winery Australia,38.295151,-122.294071,1,OK
7594,Isidoro Polencic winery Italy,45.9775518,13.4964024,1,OK
7595,Steenberg winery South Africa,-34.0754149,18.4229831,1,OK
7596,Jacques Capsouto winery Israel,40.774632,-73.9805677,2,OK
7597,Mas Janeil by Francois Lurton winery France,44.881089,-0.332256,1,OK
7598,Travis winery US,36.527175,-87.35944459999999,1,OK
7599,Lexicon winery US,33.7715446,-84.3672662,1,OK
7600,Pearmund winery US,38.7833207,-77.73948539999999,1,OK
7601,Rémy-Pannier winery France,32.0786276,-81.0995367,1,OK
7602,Puma Road winery US,36.4620688,-121.4515802,1,OK
7603,François Lurton winery Spain,41.4135633,-4.907782999999999,1,OK
7604,Portal Del Alto winery Chile,-33.7321777,-70.68600459999999,1,OK
7605,Compass winery US,30.2269975,-98.567471,1,OK
7606,Sutter Home winery US,38.193415,-122.260065,1,OK
7607,Douce Nature winery France,38.5622692,-86.61126060000001,1,OK
7608,Domaine Sébastien Dampt winery France,47.8197347,3.7732956,1,OK
7609,,,,0,ZERO_RESULTS
7610,Château Mas Neuf winery France,43.6558636,4.3020581,1,OK
7611,Keefer Ranch winery US,35.9547489,-86.81919690000001,1,OK
7612,Soutiran winery France,49.0768265,4.175822,1,OK
7613,Ayala winery France,49.0570855,4.0055075,1,OK
7614,Mazzocco winery US,38.6564777,-122.897563,1,OK
7615,Weingut Groiss winery Austria,48.4486486,15.9920812,2,OK
7616,Domaine de la Forêt winery France,43.5196119,4.7443028,1,OK
7617,Château Malbat winery France,44.60617209999999,-0.0432641,1,OK
7618,Clautiere winery US,35.62077379999999,-120.6141281,1,OK
7619,Saint Helena Winery winery US,38.520096,-122.475163,1,OK
7620,Animo winery US,39.108428,-84.51263519999999,1,OK
7621,Il Fitto winery Italy,43.1923219,11.8695072,1,OK
7622,,,,0,ZERO_RESULTS
7623,Aequorea winery US,35.5762197,-120.6904384,1,OK
7624,,,,0,ZERO_RESULTS
7625,Château la Tour Sainte Anne winery France,43.2231541,6.1175502,1,OK
7626,Sonoma Trail winery US,38.301734,-122.424804,1,OK
7627,Levo winery US,35.5765292,-120.6898632,1,OK
7628,Château Ksara winery Lebanon,33.826392,35.8925214,1,OK
7629,Penya winery France,35.9547489,-86.81919690000001,1,OK
7630,Geode winery US,38.2295229,-86.66179079999999,1,OK
7631,The Furst... winery France,40.424992,-86.910603,1,OK
7632,Condesa de Leganza winery Spain,39.5874651,-3.0442039,1,OK
7633,Sobriquet Winery winery US,39.282049,-86.521591,1,OK
7634,Montagna winery US,38.5810902,-122.8789349,1,OK
7635,Fratta Pasini winery Italy,45.5396302,10.8822403,1,OK
7636,Curious Cove winery New Zealand,-41.5325493,174.0100731,1,OK
7637,Alfaro Family winery US,36.9927868,-121.8212091,1,OK
7638,Rio Perdido winery Argentina,10.5928735,-85.2015914,2,OK
7639,Benoît Girard winery France,40.1653559,-79.06106079999999,1,OK
7640,HdV winery US,38.3257249,-122.2830894,1,OK
7641,Pressed winery US,40.5134807,-91.3467374,1,OK
7642,Barone Ricasoli winery Italy,43.413341,11.463499,1,OK
7643,Elements by Artesa winery US,38.269161,-122.355377,1,OK
7644,Skylite Cellars winery US,46.067147,-118.4028192,1,OK
7645,Spence winery US,38.59245,-122.444102,1,OK
7646,Sinatra Family winery US,35.7826513,-87.54241960000002,1,OK
7647,Chard Farm winery New Zealand,-45.0114032,168.8827964,1,OK
7648,Jean-Claude Roux winery France,46.9693946,2.3235065,1,OK
7649,Kempe winery US,34.6657742,-120.1158944,1,OK
7650,Teresa Raiz winery Italy,46.134066,13.2963324,1,OK
7651,Tolloy winery Italy,46.2074603,11.1222609,1,OK
7652,Entwine winery US,35.0731205,-98.32878819999999,2,OK
7653,Tate Creek winery US,37.909476,-84.444811,1,OK
7654,Lindemans winery Australia,-32.7970938,151.2807275,2,OK
7655,Danzante winery Italy,25.982175,-80.3478671,1,OK
7656,Enrico Gatti winery Italy,45.5940024,9.9795731,1,OK
7657,Miradou winery France,44.1271646,0.3700639,1,OK
7658,New Kent winery US,37.5290389,-77.0748577,1,OK
7659,Narmada winery US,38.6916386,-78.02446130000001,1,OK
7660,Stable Hill winery Australia,-34.9780346,138.8791967,1,OK
7661,,,,0,ZERO_RESULTS
7662,Bodegas Carrau winery Uruguay,-34.7878023,-56.223939,1,OK
7663,,,,0,ZERO_RESULTS
7664,Familia Traversa winery Uruguay,-34.7463596,-56.1647591,1,OK
7665,Adega Vila Real winery Portugal,41.2736678,-7.718931500000001,1,OK
7666,,,,0,ZERO_RESULTS
7667,,,,0,ZERO_RESULTS
7668,Ott & Murphy winery US,48.0409015,-122.4082782,1,OK
7669,Pend d'Oreille winery US,48.27592,-116.5506638,1,OK
7670,Sentinel winery New Zealand,38.5022661,-90.45246639999999,1,OK
7671,Jip Jip Rocks winery Australia,-36.7329168,140.6122304,1,OK
7672,,,,0,ZERO_RESULTS
7673,Riparian winery New Zealand,-41.6482923,174.1314746,1,OK
7674,Domaine Franck Millet winery France,47.3040988,2.7947141,1,OK
7675,Bailarin winery US,38.5800209,-121.4974531,1,OK
7676,,,,0,ZERO_RESULTS
7677,,,,0,ZERO_RESULTS
7678,Wenzel winery Austria,47.8017708,16.6769657,1,OK
7679,Sutor winery Slovenia,45.8068479,13.9460345,1,OK
7680,Cape Point Vineyards winery South Africa,-34.0992388,18.3824583,1,OK
7681,,,,0,ZERO_RESULTS
7682,Streicker winery Australia,-33.7320711,115.0534737,1,OK
7683,Casa Tiene Vista winery US,33.4458333,-117.2416667,1,OK
7684,Heitz winery US,38.5015586,-122.4165947,1,OK
7685,Malene Wines winery US,35.1967816,-120.566627,1,OK
7686,Pinhal da Torre winery Portugal,39.2763099,-8.557177000000001,1,OK
7687,La Confrérie de Oisly et Thésée winery France,47.3892204,1.3781095,1,OK
7688,Marcel Martin winery France,29.9834118,-90.0980194,2,OK
7689,Año Verde winery US,34.244174,-86.168914,1,OK
7690,Blue Oasis winery US,38.4926395,-122.4787753,1,OK
7691,Mollydooker winery Australia,36.1535143,-86.78643699999999,2,OK
7692,Château Fayat winery France,44.9291841,-0.2387192,1,OK
7693,Alto Roble winery Chile,36.1505553,-86.8016076,1,OK
7694,Complexity winery US,34.6819692,-118.1660988,1,OK
7695,,,,0,ZERO_RESULTS
7696,Nipa winery US,35.9547489,-86.81919690000001,1,OK
7697,O-Neh-Da winery US,42.7399253,-77.62284679999999,1,OK
7698,Ashokawna winery US,38.231282,-122.402864,1,OK
7699,Hawthorne Ridge winery Spain,37.945515,-87.08565500000002,1,OK
7700,Domaine Jean Grivot winery France,47.1619535,4.9557796,1,OK
7701,Fat Cat winery US,40.6754821,-73.99938999999999,1,OK
7702,Blason winery Italy,45.8939631,13.4896043,1,OK
7703,,,,0,ZERO_RESULTS
7704,Fonty's Pool winery Australia,-34.287128,116.067064,2,OK
7705,Amphora winery US,38.6726354,-122.9341529,1,OK
7706,Thralls winery US,46.9257821,-120.4550727,1,OK
7707,Cache Creek Vineyards winery US,39.0182485,-122.5710469,1,OK
7708,Calatrasi winery Italy,37.94182,13.16297,1,OK
7709,J. Keverson winery US,38.6060898,-122.8620671,1,OK
7710,Blümel winery Germany,49.7033365,8.3202038,1,OK
7711,,,,0,ZERO_RESULTS
7712,Butternut winery US,36.150395,-86.77618819999999,2,OK
7713,Artevino winery US,38.9265502,-123.2965628,1,OK
7714,Dauvergne & Ranvier winery France,44.0087941,4.694255699999999,1,OK
7715,Lyric by Etude winery US,38.2458215,-122.3150228,1,OK
7716,Clos Teddi winery France,38.5622692,-86.61126060000001,1,OK
7717,Caves de Pouilly sur Loire winery France,47.276811,2.9674846,1,OK
7718,Château de Trinquevedel winery France,44.001307,4.7162887,1,OK
7719,Hoi Polloi winery US,34.3797118,-118.528482,1,OK
7720,Trespass winery US,38.5015741,-122.4795241,1,OK
7721,Rippon winery New Zealand,-44.697098,169.098916,1,OK
7722,Foxtrot winery Canada,49.5691553,-119.575996,1,OK
7723,Bodega Tacuil winery Argentina,-24.7849268,-65.4053691,1,OK
7724,Lucatoni winery Chile,40.774632,-73.9805677,1,OK
7725,,,,0,ZERO_RESULTS
7726,Inspiration winery US,38.4722482,-122.7443643,1,OK
7727,Nebel winery Germany,54.6929775,8.5680146,1,OK
7728,Côté Mas winery France,43.488525,3.517566,1,OK
7729,Sea Pearl winery New Zealand,36.1535143,-86.78643699999999,1,OK
7730,,,,0,ZERO_RESULTS
7731,,,,0,ZERO_RESULTS
7732,Wild South winery New Zealand,-41.5109865,173.8115001,1,OK
7733,DAOU winery US,35.6412775,-120.7843305,1,OK
7734,Gecko winery US,37.0123482,-88.6730414,1,OK
7735,Château Saint-Sernin winery France,44.481075,1.311664,1,OK
7736,Cricket Hill winery US,42.182804,-123.010557,1,OK
7737,Campelo winery Portugal,41.4946703,-8.5677544,1,OK
7738,Tara Bella winery US,38.4825453,-122.8135254,1,OK
7739,,,,0,ZERO_RESULTS
7740,Centennial winery Australia,-34.4629269,150.3999515,1,OK
7741,Sea Breeze winery New Zealand,43.229822,-77.546003,1,OK
7742,Würtz winery Germany,48.1492037,7.317621599999999,2,OK
7743,Terroir winery New Zealand,33.8593822,-84.3413386,1,OK
7744,Shenandoah winery US,38.5368104,-120.7927216,1,OK
7745,Heron winery France,37.9169654,-86.6670012,2,OK
7746,Michel Laroche winery France,47.81824,3.782089,1,OK
7747,Trout Valley winery New Zealand,36.1535143,-86.78643699999999,1,OK
7748,Domaine Georges Michel winery New Zealand,-41.49044019999999,173.8347071,1,OK
7749,Val d'Orbieu winery France,43.172927,2.988797,1,OK
7750,Domaine St. George winery US,38.6010326,-122.8412889,1,OK
7751,Domaine de la Courtade winery France,42.9997542,6.2108759,1,OK
7752,Zenith winery New Zealand,45.0241135,-123.1439068,1,OK
7753,Sogno winery US,34.5966149,-120.1518712,1,OK
7754,Weingut Karp-Schreiber winery Germany,49.9103269,6.9925155,1,OK
7755,Ulises Valdez winery US,38.7878896,-123.0047388,1,OK
7756,Holly's Hill winery US,38.6758533,-120.6967764,1,OK
7757,Rijk's Private Cellar winery South Africa,-33.267685,19.145079,1,OK
7758,Vinaceous winery Australia,-31.9578076,115.8717942,1,OK
7759,Palumbo Family Vineyards winery US,33.541815,-117.034745,1,OK
7760,Peller winery Canada,43.2385609,-79.0669826,1,OK
7761,Huber & Bléger winery France,48.2297847,7.375094199999999,1,OK
7762,Blue Moon winery US,49.6923892,-125.0406386,1,OK
7763,Régis Jouan winery France,29.1857551,-82.1379548,1,OK
7764,Earthshaker winery US,42.3568253,-71.1465226,1,OK
7765,Maison des 3 Ponts winery France,45.55621439999999,-0.5475795999999999,1,OK
7766,Castillo de Liria winery Spain,39.6150392,-1.2977274,1,OK
7767,Heringer winery US,38.3970841,-121.5434651,1,OK
7768,Estancia Piedra winery Spain,41.4394651,-5.413306299999999,1,OK
7769,Marchesi Antinori winery Italy,36.1505553,-86.8016076,1,OK
7770,No winery US,36.1505553,-86.8016076,1,OK
7771,Domaine des Varoilles winery France,47.22514820000001,4.9710046,1,OK
7772,,,,0,ZERO_RESULTS
7773,Remoissenet Père et Fils winery France,47.02512220000001,4.841827299999999,1,OK
7774,Domaine des Mariniers winery France,33.51358,-86.8055239,1,OK
7775,Lime Rock winery New Zealand,-39.9173839,176.5368206,1,OK
7776,Tiki Sound winery New Zealand,38.98232700000001,-77.2260441,1,OK
7777,Terra d'Oro winery US,38.509501,-120.801595,1,OK
7778,Unison Vineyard winery New Zealand,-39.6038054,176.7548085,1,OK
7779,Ilsley winery US,38.42552420000001,-122.3286534,1,OK
7780,Kees Kieren winery Germany,49.9383108,7.0596527,1,OK
7781,FlyWine winery US,37.6209257,-89.0281716,1,OK
7782,Gumdale winery Australia,-27.4903714,153.1523506,1,OK
7783,Heinrich Vollmer winery Germany,49.4587697,8.2534669,1,OK
7784,Pleil winery Austria,48.3866529,16.5127885,1,OK
7785,Brosseau winery US,36.457327,-121.237725,1,OK
7786,Frédéric Lornet winery France,46.9280255,5.7830919,2,OK
7787,Domaine des Caves du Prieuré winery France,47.3054689,2.7662513,1,OK
7788,Domaine des Tilleuls winery France,47.1795967,-1.179025,1,OK
7789,Moillard winery France,47.1392677,4.951525699999999,2,OK
7790,Darby winery US,47.731849,-122.1403048,1,OK
7791,Aigner winery Austria,48.4192732,15.6313227,1,OK
7792,Valtosca winery Spain,38.46434199999999,-1.423158,1,OK
7793,Campovida winery US,38.9707473,-123.0980028,1,OK
7794,South Hill winery South Africa,-34.2331594,19.1121973,2,OK
7795,Château Malherbe winery France,43.101571,6.327645,1,OK
7796,,,,0,ZERO_RESULTS
7797,Domaine des Mapliers winery France,43.4789429,6.3066514,1,OK
7798,Troika winery US,38.2453253,-122.4224812,1,OK
7799,Summit Lake winery US,38.599305,-122.46083,1,OK
7800,Burbank Ranch winery US,35.5479017,-120.5905992,1,OK
7801,,,,0,ZERO_RESULTS
7802,Miolo winery Brazil,-29.1841021,-51.58267550000001,1,OK
7803,Jacquesson et Fils winery France,49.0652833,3.965895,1,OK
7804,Domaine de Saint-Antoine winery France,43.2665413,6.6305035,1,OK
7805,Grafen Neipperg winery Germany,49.1422074,9.058478899999999,1,OK
7806,,,,0,ZERO_RESULTS
